[2026-06-01 16:19:01.753075] Gerçek: 580.28 | Tahmin: 580.28 | MAE Hata: 0.0000
[2026-06-01 16:29:03.950205] Gerçek: 1374.59 | Tahmin: 1374.59 | MAE Hata: 0.0000
[2026-06-01 16:29:04.216600] Gerçek: 1338.44 | Tahmin: 1338.44 | MAE Hata: 0.0000
[2026-06-01 16:29:04.480509] Gerçek: 1300.33 | Tahmin: 1300.33 | MAE Hata: 0.0000
[2026-06-01 16:29:04.745214] Gerçek: 1262.64 | Tahmin: 1262.64 | MAE Hata: 0.0000
[2026-06-01 16:29:05.004731] Gerçek: 1229.89 | Tahmin: 1229.89 | MAE Hata: 0.0000
[2026-06-01 16:29:05.278632] Gerçek: 1204.92 | Tahmin: 1204.92 | MAE Hata: 0.0000
[2026-06-01 16:29:05.535202] Gerçek: 1180.90 | Tahmin: 1180.90 | MAE Hata: 0.0000
[2026-06-01 16:29:05.804939] Gerçek: 1153.51 | Tahmin: 1153.51 | MAE Hata: 0.0000
[2026-06-01 16:29:06.082907] Gerçek: 1121.34 | Tahmin: 1121.34 | MAE Hata: 0.0000
[2026-06-01 16:29:06.356793] Gerçek: 1088.08 | Tahmin: 1088.08 | MAE Hata: 0.0000
[2026-06-01 16:29:06.646422] Gerçek: 1056.01 | Tahmin: 1056.01 | MAE Hata: 0.0000
[2026-06-01 16:29:06.910701] Gerçek: 1028.64 | Tahmin: 1028.64 | MAE Hata: 0.0000
[2026-06-01 16:29:07.180996] Gerçek: 1008.12 | Tahmin: 1008.12 | MAE Hata: 0.0000
[2026-06-01 16:29:07.455160] Gerçek: 991.35 | Tahmin: 991.35 | MAE Hata: 0.0000
[2026-06-01 16:31:30.757566] Gerçek: 3916.86 | Tahmin: 3916.86 | MAE Hata: 0.0000
[2026-06-01 16:31:31.007344] Gerçek: 3840.22 | Tahmin: 3840.22 | MAE Hata: 0.0000
[2026-06-01 16:31:31.247990] Gerçek: 3750.15 | Tahmin: 3750.15 | MAE Hata: 0.0000
[2026-06-01 16:31:31.494894] Gerçek: 3652.71 | Tahmin: 3652.71 | MAE Hata: 0.0000
[2026-06-01 16:31:31.729681] Gerçek: 3553.28 | Tahmin: 3553.28 | MAE Hata: 0.0000
[2026-06-01 16:31:31.965996] Gerçek: 3465.16 | Tahmin: 3465.16 | MAE Hata: 0.0000
[2026-06-01 16:31:32.217018] Gerçek: 3404.35 | Tahmin: 3404.35 | MAE Hata: 0.0000
[2026-06-01 16:31:32.476965] Gerçek: 3340.52 | Tahmin: 3340.52 | MAE Hata: 0.0000
[2026-06-01 16:31:37.875386] Gerçek: 3277.39 | Tahmin: 3277.39 | MAE Hata: 0.0000
[2026-06-01 16:31:38.153038] Gerçek: 3194.54 | Tahmin: 3194.54 | MAE Hata: 0.0000
[2026-06-01 16:31:38.422859] Gerçek: 3106.29 | Tahmin: 3106.29 | MAE Hata: 0.0000
[2026-06-01 16:31:38.703048] Gerçek: 3017.88 | Tahmin: 3017.88 | MAE Hata: 0.0000
[2026-06-01 16:31:38.986842] Gerçek: 2940.43 | Tahmin: 2940.43 | MAE Hata: 0.0000
[2026-06-01 16:31:39.247989] Gerçek: 2880.96 | Tahmin: 2880.96 | MAE Hata: 0.0000
[2026-06-01 16:31:39.510350] Gerçek: 2824.49 | Tahmin: 2824.49 | MAE Hata: 0.0000
[2026-06-01 16:31:39.792114] Gerçek: 2761.00 | Tahmin: 2761.00 | MAE Hata: 0.0000
[2026-06-01 16:31:40.047817] Gerçek: 2686.47 | Tahmin: 2686.47 | MAE Hata: 0.0000
[2026-06-01 16:31:40.312218] Gerçek: 2608.53 | Tahmin: 2608.53 | MAE Hata: 0.0000
[2026-06-01 16:31:40.586031] Gerçek: 2532.21 | Tahmin: 2532.21 | MAE Hata: 0.0000
[2026-06-01 16:31:40.842736] Gerçek: 2466.35 | Tahmin: 2466.35 | MAE Hata: 0.0000
[2026-06-01 16:31:41.122969] Gerçek: 2416.46 | Tahmin: 2416.46 | MAE Hata: 0.0000
[2026-06-01 16:31:41.384687] Gerçek: 2367.89 | Tahmin: 2367.89 | MAE Hata: 0.0000
[2026-06-01 16:31:41.646530] Gerçek: 2319.82 | Tahmin: 2319.82 | MAE Hata: 0.0000
[2026-06-01 16:31:41.898228] Gerçek: 2253.77 | Tahmin: 2253.77 | MAE Hata: 0.0000
[2026-06-01 16:31:42.160169] Gerçek: 2186.10 | Tahmin: 2186.10 | MAE Hata: 0.0000
[2026-06-01 16:31:42.408154] Gerçek: 2121.59 | Tahmin: 2121.59 | MAE Hata: 0.0000
[2026-06-01 16:31:42.648252] Gerçek: 2067.00 | Tahmin: 2067.00 | MAE Hata: 0.0000
[2026-06-01 16:31:42.910217] Gerçek: 2026.44 | Tahmin: 2026.44 | MAE Hata: 0.0000
[2026-06-01 16:31:43.174265] Gerçek: 1985.57 | Tahmin: 1985.57 | MAE Hata: 0.0000
[2026-06-01 16:31:43.446848] Gerçek: 1936.83 | Tahmin: 1936.83 | MAE Hata: 0.0000
[2026-06-01 16:33:46.014725] Gerçek: 3916.86 | Tahmin: 3916.86 | MAE Hata: 0.0000
[2026-06-01 16:33:46.316125] Gerçek: 3840.22 | Tahmin: 3840.22 | MAE Hata: 0.0000
[2026-06-01 16:33:46.662898] Gerçek: 3750.15 | Tahmin: 3750.15 | MAE Hata: 0.0000
[2026-06-01 16:33:46.963163] Gerçek: 3652.71 | Tahmin: 3652.71 | MAE Hata: 0.0000
[2026-06-01 16:33:47.276779] Gerçek: 3553.28 | Tahmin: 3553.28 | MAE Hata: 0.0000
[2026-06-01 16:33:47.625587] Gerçek: 3465.16 | Tahmin: 3465.16 | MAE Hata: 0.0000
[2026-06-01 16:33:47.916905] Gerçek: 3404.35 | Tahmin: 3404.35 | MAE Hata: 0.0000
[2026-06-01 16:33:48.182794] Gerçek: 3340.52 | Tahmin: 3340.52 | MAE Hata: 0.0000
[2026-06-01 16:33:48.548091] Gerçek: 3277.39 | Tahmin: 3277.39 | MAE Hata: 0.0000
[2026-06-01 16:33:48.833284] Gerçek: 3194.54 | Tahmin: 3194.54 | MAE Hata: 0.0000
[2026-06-01 16:33:49.154768] Gerçek: 3106.29 | Tahmin: 3106.29 | MAE Hata: 0.0000
[2026-06-01 16:33:49.458958] Gerçek: 3017.88 | Tahmin: 3017.88 | MAE Hata: 0.0000
[2026-06-01 16:33:49.797460] Gerçek: 2940.43 | Tahmin: 2940.43 | MAE Hata: 0.0000
[2026-06-01 16:33:50.104844] Gerçek: 2880.96 | Tahmin: 2880.96 | MAE Hata: 0.0000
[2026-06-01 16:33:50.477922] Gerçek: 2824.49 | Tahmin: 2824.49 | MAE Hata: 0.0000
[2026-06-01 16:33:50.837395] Gerçek: 2761.00 | Tahmin: 2761.00 | MAE Hata: 0.0000
[2026-06-01 16:33:51.152836] Gerçek: 2686.47 | Tahmin: 2686.47 | MAE Hata: 0.0000
[2026-06-01 16:33:51.453187] Gerçek: 2608.53 | Tahmin: 2608.53 | MAE Hata: 0.0000
[2026-06-01 16:33:51.756187] Gerçek: 2532.21 | Tahmin: 2532.21 | MAE Hata: 0.0000
[2026-06-01 16:33:52.062893] Gerçek: 2466.35 | Tahmin: 2466.35 | MAE Hata: 0.0000
[2026-06-01 16:33:52.369926] Gerçek: 2416.46 | Tahmin: 2416.46 | MAE Hata: 0.0000
[2026-06-01 16:33:52.686824] Gerçek: 2367.89 | Tahmin: 2367.89 | MAE Hata: 0.0000
[2026-06-01 16:33:53.007534] Gerçek: 2319.82 | Tahmin: 2319.82 | MAE Hata: 0.0000
[2026-06-01 16:33:53.310079] Gerçek: 2253.77 | Tahmin: 2253.77 | MAE Hata: 0.0000
[2026-06-01 16:33:53.618648] Gerçek: 2186.10 | Tahmin: 2186.10 | MAE Hata: 0.0000
[2026-06-01 16:33:53.909874] Gerçek: 2121.59 | Tahmin: 2121.59 | MAE Hata: 0.0000
[2026-06-01 16:33:54.238959] Gerçek: 2067.00 | Tahmin: 2067.00 | MAE Hata: 0.0000
[2026-06-01 16:33:54.549375] Gerçek: 2026.44 | Tahmin: 2026.44 | MAE Hata: 0.0000
[2026-06-01 16:33:54.853211] Gerçek: 1985.57 | Tahmin: 1985.57 | MAE Hata: 0.0000
[2026-06-01 16:33:55.164629] Gerçek: 1936.83 | Tahmin: 1936.83 | MAE Hata: 0.0000
[2026-06-01 16:34:59.333855] Gerçek: 3916.86 | Tahmin: 3916.86 | MAE Hata: 0.0000
[2026-06-01 16:34:59.432892] Gerçek: 3840.22 | Tahmin: 3840.22 | MAE Hata: 0.0000
[2026-06-01 16:34:59.512703] Gerçek: 3750.15 | Tahmin: 3750.15 | MAE Hata: 0.0000
[2026-06-01 16:34:59.592511] Gerçek: 3652.71 | Tahmin: 3652.71 | MAE Hata: 0.0000
[2026-06-01 16:34:59.670339] Gerçek: 3553.28 | Tahmin: 3553.28 | MAE Hata: 0.0000
[2026-06-01 16:34:59.747849] Gerçek: 3465.16 | Tahmin: 3465.16 | MAE Hata: 0.0000
[2026-06-01 16:34:59.830250] Gerçek: 3404.35 | Tahmin: 3404.35 | MAE Hata: 0.0000
[2026-06-01 16:34:59.936346] Gerçek: 3340.52 | Tahmin: 3340.52 | MAE Hata: 0.0000
[2026-06-01 16:35:00.067151] Gerçek: 3277.39 | Tahmin: 3277.39 | MAE Hata: 0.0000
[2026-06-01 16:35:00.162638] Gerçek: 3194.54 | Tahmin: 3194.54 | MAE Hata: 0.0000
[2026-06-01 16:35:00.269725] Gerçek: 3106.29 | Tahmin: 3106.29 | MAE Hata: 0.0000
[2026-06-01 16:35:00.376491] Gerçek: 3017.88 | Tahmin: 3017.88 | MAE Hata: 0.0000
[2026-06-01 16:35:00.474802] Gerçek: 2940.43 | Tahmin: 2940.43 | MAE Hata: 0.0000
[2026-06-01 16:35:00.552732] Gerçek: 2880.96 | Tahmin: 2880.96 | MAE Hata: 0.0000
[2026-06-01 16:35:00.630091] Gerçek: 2824.49 | Tahmin: 2824.49 | MAE Hata: 0.0000
[2026-06-01 16:35:00.711600] Gerçek: 2761.00 | Tahmin: 2761.00 | MAE Hata: 0.0000
[2026-06-01 16:35:00.795037] Gerçek: 2686.47 | Tahmin: 2686.47 | MAE Hata: 0.0000
[2026-06-01 16:35:00.880413] Gerçek: 2608.53 | Tahmin: 2608.53 | MAE Hata: 0.0000
[2026-06-01 16:35:00.962752] Gerçek: 2532.21 | Tahmin: 2532.21 | MAE Hata: 0.0000
[2026-06-01 16:35:01.049767] Gerçek: 2466.35 | Tahmin: 2466.35 | MAE Hata: 0.0000
[2026-06-01 16:35:01.131335] Gerçek: 2416.46 | Tahmin: 2416.46 | MAE Hata: 0.0000
[2026-06-01 16:35:01.212754] Gerçek: 2367.89 | Tahmin: 2367.89 | MAE Hata: 0.0000
[2026-06-01 16:35:01.294829] Gerçek: 2319.82 | Tahmin: 2319.82 | MAE Hata: 0.0000
[2026-06-01 16:35:01.366445] Gerçek: 2253.77 | Tahmin: 2253.77 | MAE Hata: 0.0000
[2026-06-01 16:35:01.450495] Gerçek: 2186.10 | Tahmin: 2186.10 | MAE Hata: 0.0000
[2026-06-01 16:35:01.539702] Gerçek: 2121.59 | Tahmin: 2121.59 | MAE Hata: 0.0000
[2026-06-01 16:35:01.643977] Gerçek: 2067.00 | Tahmin: 2067.00 | MAE Hata: 0.0000
[2026-06-01 16:35:01.726656] Gerçek: 2026.44 | Tahmin: 2026.44 | MAE Hata: 0.0000
[2026-06-01 16:35:01.810546] Gerçek: 1985.57 | Tahmin: 1985.57 | MAE Hata: 0.0000
[2026-06-01 16:35:01.879173] Gerçek: 1936.83 | Tahmin: 1936.83 | MAE Hata: 0.0000
[2026-06-01 16:42:14.305782] Gerçek: 3916.86 | Tahmin: 3916.86 | MAE Hata: 0.0000
[2026-06-01 16:42:14.390676] Gerçek: 3840.22 | Tahmin: 3840.22 | MAE Hata: 0.0000
[2026-06-01 16:42:14.495004] Gerçek: 3750.15 | Tahmin: 3750.15 | MAE Hata: 0.0000
[2026-06-01 16:42:14.578453] Gerçek: 3652.71 | Tahmin: 3652.71 | MAE Hata: 0.0000
[2026-06-01 16:42:14.658796] Gerçek: 3553.28 | Tahmin: 3553.28 | MAE Hata: 0.0000
[2026-06-01 16:42:14.738838] Gerçek: 3465.16 | Tahmin: 3465.16 | MAE Hata: 0.0000
[2026-06-01 16:42:14.827302] Gerçek: 3404.35 | Tahmin: 3404.35 | MAE Hata: 0.0000
[2026-06-01 16:42:14.916531] Gerçek: 3340.52 | Tahmin: 3340.52 | MAE Hata: 0.0000
[2026-06-01 16:42:15.007669] Gerçek: 3277.39 | Tahmin: 3277.39 | MAE Hata: 0.0000
[2026-06-01 16:42:15.087214] Gerçek: 3194.54 | Tahmin: 3194.54 | MAE Hata: 0.0000
[2026-06-01 16:42:15.172545] Gerçek: 3106.29 | Tahmin: 3106.29 | MAE Hata: 0.0000
[2026-06-01 16:42:15.266568] Gerçek: 3017.88 | Tahmin: 3017.88 | MAE Hata: 0.0000
[2026-06-01 16:42:15.343819] Gerçek: 2940.43 | Tahmin: 2940.43 | MAE Hata: 0.0000
[2026-06-01 16:42:15.425111] Gerçek: 2880.96 | Tahmin: 2880.96 | MAE Hata: 0.0000
[2026-06-01 16:42:15.517187] Gerçek: 2824.49 | Tahmin: 2824.49 | MAE Hata: 0.0000
[2026-06-01 16:42:15.608275] Gerçek: 2761.00 | Tahmin: 2761.00 | MAE Hata: 0.0000
[2026-06-01 16:42:15.699213] Gerçek: 2686.47 | Tahmin: 2686.47 | MAE Hata: 0.0000
[2026-06-01 16:42:15.801314] Gerçek: 2608.53 | Tahmin: 2608.53 | MAE Hata: 0.0000
[2026-06-01 16:42:15.884475] Gerçek: 2532.21 | Tahmin: 2532.21 | MAE Hata: 0.0000
[2026-06-01 16:42:15.963852] Gerçek: 2466.35 | Tahmin: 2466.35 | MAE Hata: 0.0000
[2026-06-01 16:42:16.048020] Gerçek: 2416.46 | Tahmin: 2416.46 | MAE Hata: 0.0000
[2026-06-01 16:42:16.136159] Gerçek: 2367.89 | Tahmin: 2367.89 | MAE Hata: 0.0000
[2026-06-01 16:42:16.231853] Gerçek: 2319.82 | Tahmin: 2319.82 | MAE Hata: 0.0000
[2026-06-01 16:42:16.319865] Gerçek: 2253.77 | Tahmin: 2253.77 | MAE Hata: 0.0000
[2026-06-01 16:42:16.411771] Gerçek: 2186.10 | Tahmin: 2186.10 | MAE Hata: 0.0000
[2026-06-01 16:42:16.499825] Gerçek: 2121.59 | Tahmin: 2121.59 | MAE Hata: 0.0000
[2026-06-01 16:42:16.599730] Gerçek: 2067.00 | Tahmin: 2067.00 | MAE Hata: 0.0000
[2026-06-01 16:42:16.683487] Gerçek: 2026.44 | Tahmin: 2026.44 | MAE Hata: 0.0000
[2026-06-01 16:42:16.766880] Gerçek: 1985.57 | Tahmin: 1985.57 | MAE Hata: 0.0000
[2026-06-01 16:42:16.844382] Gerçek: 1936.83 | Tahmin: 1936.83 | MAE Hata: 0.0000
[2026-06-01 16:42:31.983543] Gerçek: 3916.86 | Tahmin: 3916.86 | MAE Hata: 0.0000
[2026-06-01 16:42:32.085224] Gerçek: 3840.22 | Tahmin: 3840.22 | MAE Hata: 0.0000
[2026-06-01 16:42:32.181328] Gerçek: 3750.15 | Tahmin: 3750.15 | MAE Hata: 0.0000
[2026-06-01 16:42:32.277948] Gerçek: 3652.71 | Tahmin: 3652.71 | MAE Hata: 0.0000
[2026-06-01 16:42:32.375200] Gerçek: 3553.28 | Tahmin: 3553.28 | MAE Hata: 0.0000
[2026-06-01 16:42:32.471351] Gerçek: 3465.16 | Tahmin: 3465.16 | MAE Hata: 0.0000
[2026-06-01 16:42:32.553962] Gerçek: 3404.35 | Tahmin: 3404.35 | MAE Hata: 0.0000
[2026-06-01 16:42:32.679213] Gerçek: 3340.52 | Tahmin: 3340.52 | MAE Hata: 0.0000
[2026-06-01 16:42:32.787136] Gerçek: 3277.39 | Tahmin: 3277.39 | MAE Hata: 0.0000
[2026-06-01 16:42:32.886057] Gerçek: 3194.54 | Tahmin: 3194.54 | MAE Hata: 0.0000
[2026-06-01 16:42:32.996131] Gerçek: 3106.29 | Tahmin: 3106.29 | MAE Hata: 0.0000
[2026-06-01 16:42:33.116451] Gerçek: 3017.88 | Tahmin: 3017.88 | MAE Hata: 0.0000
[2026-06-01 16:42:33.248736] Gerçek: 2940.43 | Tahmin: 2940.43 | MAE Hata: 0.0000
[2026-06-01 16:42:33.359022] Gerçek: 2880.96 | Tahmin: 2880.96 | MAE Hata: 0.0000
[2026-06-01 16:42:33.462741] Gerçek: 2824.49 | Tahmin: 2824.49 | MAE Hata: 0.0000
[2026-06-01 16:42:33.553028] Gerçek: 2761.00 | Tahmin: 2761.00 | MAE Hata: 0.0000
[2026-06-01 16:42:33.646045] Gerçek: 2686.47 | Tahmin: 2686.47 | MAE Hata: 0.0000
[2026-06-01 16:42:33.735422] Gerçek: 2608.53 | Tahmin: 2608.53 | MAE Hata: 0.0000
[2026-06-01 16:42:33.826627] Gerçek: 2532.21 | Tahmin: 2532.21 | MAE Hata: 0.0000
[2026-06-01 16:42:33.915357] Gerçek: 2466.35 | Tahmin: 2466.35 | MAE Hata: 0.0000
[2026-06-01 16:42:34.024208] Gerçek: 2416.46 | Tahmin: 2416.46 | MAE Hata: 0.0000
[2026-06-01 16:42:34.135916] Gerçek: 2367.89 | Tahmin: 2367.89 | MAE Hata: 0.0000
[2026-06-01 16:42:34.232832] Gerçek: 2319.82 | Tahmin: 2319.82 | MAE Hata: 0.0000
[2026-06-01 16:42:34.344416] Gerçek: 2253.77 | Tahmin: 2253.77 | MAE Hata: 0.0000
[2026-06-01 16:42:34.446312] Gerçek: 2186.10 | Tahmin: 2186.10 | MAE Hata: 0.0000
[2026-06-01 16:42:34.551761] Gerçek: 2121.59 | Tahmin: 2121.59 | MAE Hata: 0.0000
[2026-06-01 16:42:34.644679] Gerçek: 2067.00 | Tahmin: 2067.00 | MAE Hata: 0.0000
[2026-06-01 16:42:34.730538] Gerçek: 2026.44 | Tahmin: 2026.44 | MAE Hata: 0.0000
[2026-06-01 16:42:34.817100] Gerçek: 1985.57 | Tahmin: 1985.57 | MAE Hata: 0.0000
[2026-06-01 16:42:34.904038] Gerçek: 1936.83 | Tahmin: 1936.83 | MAE Hata: 0.0000
[2026-06-01 16:42:40.328360] Gerçek: 3916.86 | Tahmin: 3916.86 | MAE Hata: 0.0000
[2026-06-01 16:42:40.532191] Gerçek: 3840.22 | Tahmin: 3840.22 | MAE Hata: 0.0000
[2026-06-01 16:42:40.734164] Gerçek: 3750.15 | Tahmin: 3750.15 | MAE Hata: 0.0000
[2026-06-01 16:42:40.923823] Gerçek: 3652.71 | Tahmin: 3652.71 | MAE Hata: 0.0000
[2026-06-01 16:42:41.083824] Gerçek: 3553.28 | Tahmin: 3553.28 | MAE Hata: 0.0000
[2026-06-01 16:42:41.281155] Gerçek: 3465.16 | Tahmin: 3465.16 | MAE Hata: 0.0000
[2026-06-01 16:42:41.460502] Gerçek: 3404.35 | Tahmin: 3404.35 | MAE Hata: 0.0000
[2026-06-01 16:42:41.597854] Gerçek: 3340.52 | Tahmin: 3340.52 | MAE Hata: 0.0000
[2026-06-01 16:42:41.769653] Gerçek: 3277.39 | Tahmin: 3277.39 | MAE Hata: 0.0000
[2026-06-01 16:42:41.910941] Gerçek: 3194.54 | Tahmin: 3194.54 | MAE Hata: 0.0000
[2026-06-01 16:42:42.118704] Gerçek: 3106.29 | Tahmin: 3106.29 | MAE Hata: 0.0000
[2026-06-01 16:42:42.266267] Gerçek: 3017.88 | Tahmin: 3017.88 | MAE Hata: 0.0000
[2026-06-01 16:42:42.368204] Gerçek: 2940.43 | Tahmin: 2940.43 | MAE Hata: 0.0000
[2026-06-01 16:42:42.473093] Gerçek: 2880.96 | Tahmin: 2880.96 | MAE Hata: 0.0000
[2026-06-01 16:42:42.593229] Gerçek: 2824.49 | Tahmin: 2824.49 | MAE Hata: 0.0000
[2026-06-01 16:42:42.691918] Gerçek: 2761.00 | Tahmin: 2761.00 | MAE Hata: 0.0000
[2026-06-01 16:42:42.793366] Gerçek: 2686.47 | Tahmin: 2686.47 | MAE Hata: 0.0000
[2026-06-01 16:42:42.890617] Gerçek: 2608.53 | Tahmin: 2608.53 | MAE Hata: 0.0000
[2026-06-01 16:42:42.992384] Gerçek: 2532.21 | Tahmin: 2532.21 | MAE Hata: 0.0000
[2026-06-01 16:42:43.093982] Gerçek: 2466.35 | Tahmin: 2466.35 | MAE Hata: 0.0000
[2026-06-01 16:42:43.185070] Gerçek: 2416.46 | Tahmin: 2416.46 | MAE Hata: 0.0000
[2026-06-01 16:42:43.278359] Gerçek: 2367.89 | Tahmin: 2367.89 | MAE Hata: 0.0000
[2026-06-01 16:42:43.376623] Gerçek: 2319.82 | Tahmin: 2319.82 | MAE Hata: 0.0000
[2026-06-01 16:42:43.504138] Gerçek: 2253.77 | Tahmin: 2253.77 | MAE Hata: 0.0000
[2026-06-01 16:42:43.659901] Gerçek: 2186.10 | Tahmin: 2186.10 | MAE Hata: 0.0000
[2026-06-01 16:42:43.774158] Gerçek: 2121.59 | Tahmin: 2121.59 | MAE Hata: 0.0000
[2026-06-01 16:42:43.891684] Gerçek: 3916.86 | Tahmin: 3916.86 | MAE Hata: 0.0000
[2026-06-01 16:42:43.893080] Gerçek: 2067.00 | Tahmin: 2067.00 | MAE Hata: 0.0000
[2026-06-01 16:42:44.044760] Gerçek: 3840.22 | Tahmin: 3840.22 | MAE Hata: 0.0000
[2026-06-01 16:42:44.052737] Gerçek: 2026.44 | Tahmin: 2026.44 | MAE Hata: 0.0000
[2026-06-01 16:42:44.179937] Gerçek: 3750.15 | Tahmin: 3750.15 | MAE Hata: 0.0000
[2026-06-01 16:42:44.189477] Gerçek: 1985.57 | Tahmin: 1985.57 | MAE Hata: 0.0000
[2026-06-01 16:42:44.321416] Gerçek: 3652.71 | Tahmin: 3652.71 | MAE Hata: 0.0000
[2026-06-01 16:42:44.331493] Gerçek: 1936.83 | Tahmin: 1936.83 | MAE Hata: 0.0000
[2026-06-01 16:42:44.452708] Gerçek: 3553.28 | Tahmin: 3553.28 | MAE Hata: 0.0000
[2026-06-01 16:42:44.579177] Gerçek: 3465.16 | Tahmin: 3465.16 | MAE Hata: 0.0000
[2026-06-01 16:42:44.684064] Gerçek: 3404.35 | Tahmin: 3404.35 | MAE Hata: 0.0000
[2026-06-01 16:42:44.801373] Gerçek: 3340.52 | Tahmin: 3340.52 | MAE Hata: 0.0000
[2026-06-01 16:42:44.913950] Gerçek: 3277.39 | Tahmin: 3277.39 | MAE Hata: 0.0000
[2026-06-01 16:42:45.029080] Gerçek: 3194.54 | Tahmin: 3194.54 | MAE Hata: 0.0000
[2026-06-01 16:42:45.162762] Gerçek: 3106.29 | Tahmin: 3106.29 | MAE Hata: 0.0000
[2026-06-01 16:42:45.274450] Gerçek: 3017.88 | Tahmin: 3017.88 | MAE Hata: 0.0000
[2026-06-01 16:42:45.378470] Gerçek: 2940.43 | Tahmin: 2940.43 | MAE Hata: 0.0000
[2026-06-01 16:42:45.484100] Gerçek: 2880.96 | Tahmin: 2880.96 | MAE Hata: 0.0000
[2026-06-01 16:42:45.592126] Gerçek: 2824.49 | Tahmin: 2824.49 | MAE Hata: 0.0000
[2026-06-01 16:42:45.706322] Gerçek: 2761.00 | Tahmin: 2761.00 | MAE Hata: 0.0000
[2026-06-01 16:42:45.807093] Gerçek: 2686.47 | Tahmin: 2686.47 | MAE Hata: 0.0000
[2026-06-01 16:42:45.921913] Gerçek: 2608.53 | Tahmin: 2608.53 | MAE Hata: 0.0000
[2026-06-01 16:42:46.021618] Gerçek: 2532.21 | Tahmin: 2532.21 | MAE Hata: 0.0000
[2026-06-01 16:42:46.135204] Gerçek: 2466.35 | Tahmin: 2466.35 | MAE Hata: 0.0000
[2026-06-01 16:42:46.236207] Gerçek: 2416.46 | Tahmin: 2416.46 | MAE Hata: 0.0000
[2026-06-01 16:42:46.331596] Gerçek: 2367.89 | Tahmin: 2367.89 | MAE Hata: 0.0000
[2026-06-01 16:42:46.423750] Gerçek: 2319.82 | Tahmin: 2319.82 | MAE Hata: 0.0000
[2026-06-01 16:42:46.515874] Gerçek: 2253.77 | Tahmin: 2253.77 | MAE Hata: 0.0000
[2026-06-01 16:42:46.600000] Gerçek: 2186.10 | Tahmin: 2186.10 | MAE Hata: 0.0000
[2026-06-01 16:42:46.675340] Gerçek: 2121.59 | Tahmin: 2121.59 | MAE Hata: 0.0000
[2026-06-01 16:42:46.760823] Gerçek: 2067.00 | Tahmin: 2067.00 | MAE Hata: 0.0000
[2026-06-01 16:42:46.859681] Gerçek: 2026.44 | Tahmin: 2026.44 | MAE Hata: 0.0000
[2026-06-01 16:42:46.949443] Gerçek: 1985.57 | Tahmin: 1985.57 | MAE Hata: 0.0000
[2026-06-01 16:42:47.036736] Gerçek: 1936.83 | Tahmin: 1936.83 | MAE Hata: 0.0000
[2026-06-01 16:43:33.278743] Gerçek: 3118.54 | Tahmin: 3118.54 | MAE Hata: 0.0000
[2026-06-01 16:43:33.344523] Gerçek: 3038.07 | Tahmin: 3038.07 | MAE Hata: 0.0000
[2026-06-01 16:43:33.415902] Gerçek: 2952.80 | Tahmin: 2952.80 | MAE Hata: 0.0000
[2026-06-01 16:43:33.504769] Gerçek: 2867.91 | Tahmin: 2867.91 | MAE Hata: 0.0000
[2026-06-01 16:43:33.594128] Gerçek: 2793.84 | Tahmin: 2793.84 | MAE Hata: 0.0000
[2026-06-01 16:43:33.679003] Gerçek: 2737.16 | Tahmin: 2737.16 | MAE Hata: 0.0000
[2026-06-01 16:43:33.757838] Gerçek: 2682.99 | Tahmin: 2682.99 | MAE Hata: 0.0000
[2026-06-01 16:43:33.834070] Gerçek: 2621.69 | Tahmin: 2621.69 | MAE Hata: 0.0000
[2026-06-01 16:43:33.905781] Gerçek: 2558.29 | Tahmin: 2558.29 | MAE Hata: 0.0000
[2026-06-01 16:43:33.989554] Gerçek: 2483.25 | Tahmin: 2483.25 | MAE Hata: 0.0000
[2026-06-01 16:43:34.078145] Gerçek: 2410.28 | Tahmin: 2410.28 | MAE Hata: 0.0000
[2026-06-01 16:43:34.163241] Gerçek: 2347.62 | Tahmin: 2347.62 | MAE Hata: 0.0000
[2026-06-01 16:43:34.240598] Gerçek: 2300.38 | Tahmin: 2300.38 | MAE Hata: 0.0000
[2026-06-01 16:43:34.318119] Gerçek: 2254.01 | Tahmin: 2254.01 | MAE Hata: 0.0000
[2026-06-01 16:43:34.391694] Gerçek: 2200.07 | Tahmin: 2200.07 | MAE Hata: 0.0000
[2026-06-01 16:43:34.474976] Gerçek: 2136.54 | Tahmin: 2136.54 | MAE Hata: 0.0000
[2026-06-01 16:43:34.553439] Gerçek: 2071.89 | Tahmin: 2071.89 | MAE Hata: 0.0000
[2026-06-01 16:43:34.626179] Gerçek: 2010.83 | Tahmin: 2010.83 | MAE Hata: 0.0000
[2026-06-01 16:43:34.702849] Gerçek: 1959.52 | Tahmin: 1959.52 | MAE Hata: 0.0000
[2026-06-01 16:43:34.777144] Gerçek: 1921.66 | Tahmin: 1921.66 | MAE Hata: 0.0000
[2026-06-01 16:43:34.851778] Gerçek: 1883.04 | Tahmin: 1883.04 | MAE Hata: 0.0000
[2026-06-01 16:43:34.929240] Gerçek: 1836.39 | Tahmin: 1836.39 | MAE Hata: 0.0000
[2026-06-01 16:43:34.998123] Gerçek: 1781.11 | Tahmin: 1781.11 | MAE Hata: 0.0000
[2026-06-01 16:43:35.072566] Gerçek: 1736.00 | Tahmin: 1736.00 | MAE Hata: 0.0000
[2026-06-01 16:43:35.145780] Gerçek: 1685.70 | Tahmin: 1685.70 | MAE Hata: 0.0000
